Bloque,Cable,Planta,Repeticion,Tratamiento,Medicion,AlturaPT,CircPT,Hojas,dosis,frecuencia,cobertura,DDT,crec_alt,crec_gros,clorofila
4,55,54,9,T38S,3,2.08,12.60,8,3,8,0, 62.00 ,0.64,5.00,48.56666667
4,55,55,10,T64S,3,2.05,12.00,9,6,4,0, 62.00 ,0.62,5.00,44.9
4,55,56,11,T34S,3,2.00,12.10,9,3,4,0, 62.00 ,0.34,3.40,46.16666667
4,55,57,8,T04S,3,1.96,12.10,10,0,4,0, 62.00 ,0.41,4.10,48.9
4,55,58,9,T04S,3,1.90,11.50,8,0,4,0, 62.00 ,0.58,4.90,48.53333333
4,55,59,10,T08S,3,1.64,10.00,8,0,8,0, 62.00 ,0.39,3.30,42.7
4,55,60,11,T08S,3,1.78,11.10,12,0,8,0, 62.00 ,0.48,4.10,49.86666667
4,55,61,10,T04S,3,1.88,11.00,6,0,4,0, 62.00 ,0.60,6.30,50.4
4,55,62,12,T34S,3,1.65,11.10,6,3,4,0, 62.00 ,0.40,3.90,48.96666667
4,55,63,11,T04S,3,2.12,11.80,7,0,4,0, 62.00 ,0.42,2.30,43.63333333
4,55,64,12,T08S,3,1.97,11.10,7,0,8,0, 62.00 ,0.67,5.30,47.4
4,55,65,10,T38S,3,1.70,8.60,6,3,8,0, 62.00 ,0.45,3.10,43.83333333
4,55,66,13,T08S,3,2.14,13.00,9,0,8,0, 62.00 ,0.61,5.40,46.53333333
4,55,67,11,T68S,3,2.10,13.00,9,6,8,0, 62.00 ,0.85,6.50,50.23333333
4,55,68,11,T38S,3,1.87,11.50,6,3,8,0, 62.00 ,0.64,5.20,43
4,55,69,12,T68S,3,2.23,14.20,9,6,8,0, 62.00 ,0.53,3.50,51.26666667
4,55,70,13,T34S,3,1.73,10.30,8,3,4,0, 62.00 ,0.48,4.40,43
4,55,71,14,T34S,3,2.06,12.50,10,3,4,0, 62.00 ,0.61,4.90,48.5
4,55,72,11,T64S,3,1.94,11.00,8,6,4,0, 62.00 ,0.60,5.10,48.36666667
4,55,73,12,T64S,3,2.10,12.40,7,6,4,0, 62.00 ,0.63,4.90,49.4
4,55,74,12,T04S,3,1.94,11.50,9,0,4,0, 62.00 ,0.61,5.50,50.16666667
4,55,75,12,T38S,3,2.14,13.00,9,3,8,0, 62.00 ,0.58,4.00,49.56666667
4,55,76,15,T34S,3,1.86,10.50,7,3,4,0, 62.00 ,0.31,2.20,41.36666667
4,55,77,13,T38S,3,2.03,11.40,7,3,8,0, 62.00 ,0.65,4.10,43.8
4,55,78,14,T38S,3,1.86,11.20,6,3,8,0, 62.00 ,0.56,4.80,47.83333333
4,55,79,15,T38S,3,1.86,10.90,8,3,8,0, 62.00 ,0.52,4.70,46.23333333
4,55,80,13,T68S,3,2.26,14.20,8,6,8,0, 62.00 ,0.62,4.70,45.86666667
4,55,81,14,T68S,3,2.04,13.60,11,6,8,0, 62.00 ,0.46,4.00,46.76666667
4,55,82,15,T68S,3,2.10,13.20,7,6,8,0, 62.00 ,0.40,3.50,46.36666667
4,55,83,13,T64S,3,1.92,11.80,9,6,4,0, 62.00 ,0.67,5.50,45.46666667
4,55,84,14,T08S,3,2.03,12.40,8,0,8,0, 62.00 ,0.41,3.40,48.33333333
4,55,85,14,T64S,3,1.73,13.50,8,6,4,0, 62.00 ,0.38,7.10,52.2
4,55,86,13,T04S,3,1.96,11.80,9,0,4,0, 62.00 ,0.66,5.80,46.43333333
4,55,87,14,T04S,3,1.68,8.50,8,0,4,0, 62.00 ,0.35,3.00,40.63333333
4,55,88,15,T08S,3,2.12,14.00,10,0,8,0, 62.00 ,0.52,4.80,42.7
4,55,89,15,T64S,3,1.76,10.00,8,6,4,0, 62.00 ,0.26,3.00,47.86666667
4,55,90,15,T04S,3,1.91,12.80,6,0,4,0, 62.00 ,0.47,4.40,46.13333333
4,56,91,1,T68C,3,1.73,10.80,9,6,8,1, 62.00 ,0.21,3.90,46.56666667
4,56,92,1,T08C,3,2.32,14.10,11,0,8,1, 62.00 ,0.86,5.10,45.23333333
4,56,93,2,T68C,3,2.36,13.50,7,6,8,1, 62.00 ,0.83,4.90,51.13333333
4,56,94,1,T64C,3,2.40,14.40,9,6,4,1, 62.00 ,0.70,5.70,50.33333333
4,56,95,1,T38C,3,2.15,11.70,6,3,8,1, 62.00 ,0.75,6.00,45.96666667
4,56,96,2,T08C,3,1.97,12.80,7,0,8,1, 62.00 ,0.37,4.60,42.16666667
4,56,97,3,T68C,3,2.36,13.30,7,6,8,1, 62.00 ,0.76,5.20,48.93333333
4,56,98,2,T64C,3,2.10,11.50,9,6,4,1, 62.00 ,0.50,3.00,51.26666667
4,56,99,3,T08C,3,2.16,13.50,7,0,8,1, 62.00 ,0.56,4.60,64.56666667
4,56,100,1,T34C,3,1.98,11.40,8,3,4,1, 62.00 ,0.52,4.30,46.26666667
4,56,101,1,T04C,3,1.80,10.20,8,0,4,1, 62.00 ,0.30,3.40,50.56666667
4,56,102,2,T38C,3,2.10,11.90,9,3,8,1, 62.00 ,0.63,4.40,50.43333333
4,56,103,4,T68C,3,2.54,15.00,7,6,8,1, 62.00 ,0.94,6.80,51.56666667
4,56,104,3,T64C,3,2.27,12.20,7,6,4,1, 62.00 ,0.77,4.70,52.66666667
4,56,105,2,T04C,3,2.20,12.10,7,0,4,1, 62.00 ,0.85,5.40,48.46666667
4,56,106,3,T38C,3,2.01,11.60,7,3,8,1, 62.00 ,0.59,5.30,42.06666667
4,56,107,5,T68C,3,2.54,14.90,8,6,8,1, 62.00 ,0.96,7.60,54.33333333
4,56,108,4,T38C,3,1.70,9.60,8,3,8,1, 62.00 ,0.25,2.80,42.3
4,56,109,4,T64C,3,1.72,10.40,9,6,4,1, 62.00 ,0.32,4.10,41.16666667
4,56,110,5,T64C,3,2.00,11.80,10,6,4,1, 62.00 ,0.65,5.80,49.46666667
4,56,111,2,T34C,3,2.16,13.30,7,3,4,1, 62.00 ,0.49,4.80,48.43333333
4,56,112,4,T08C,3,1.78,10.00,9,0,8,1, 62.00 ,0.38,3.20,47.93333333
4,56,113,3,T34C,3,1.79,10.30,10,3,4,1, 62.00 ,0.34,2.50,48.3
4,56,114,6,T64C,3,2.01,12.10,10,6,4,1, 62.00 ,0.54,4.60,46.56666667
4,56,115,7,T64C,3,1.93,11.10,9,6,4,1, 62.00 ,0.58,4.80,51.06666667
4,56,116,3,T04C,3,1.78,10.90,8,0,4,1, 62.00 ,0.34,3.20,45.36666667
4,56,117,6,T68C,3,2.30,13.60,8,6,8,1, 62.00 ,0.60,4.40,45.73333333
4,56,118,4,T04C,3,2.23,14.40,10,0,4,1, 62.00 ,0.63,6.40,44.93333333
4,56,119,5,T08C,3,2.02,10.70,8,0,8,1, 62.00 ,0.57,4.10,39.83333333
4,56,120,5,T04C,3,2.00,11.50,10,0,4,1, 62.00 ,0.65,5.20,46.7
4,56,121,5,T38C,3,1.76,10.40,10,3,8,1, 62.00 ,0.32,2.90,46.43333333
4,56,122,6,T04C,3,1.97,10.50,8,0,4,1, 62.00 ,0.50,3.60,43
4,56,123,7,T68C,3,1.89,11.10,7,6,8,1, 62.00 ,0.51,4.60,45.8
4,56,124,7,T04C,3,1.96,11.00,7,0,4,1, 62.00 ,0.51,4.30,43.96666667
4,56,125,6,T38C,3,1.80,9.80,7,3,8,1, 62.00 ,0.47,5.00,42.93333333
4,56,126,8,T68C,3,2.17,12.10,10,6,8,1, 62.00 ,0.60,4.30,43.13333333
4,56,127,6,T08C,3,2.00,11.70,11,0,8,1, 62.00 ,0.60,4.70,45.63333333
4,56,128,7,T38C,3,1.95,11.50,7,3,8,1, 62.00 ,0.40,3.80,45.8
4,56,129,8,T38C,3,2.16,13.00,11,3,8,1, 62.00 ,0.49,4.40,49.3
4,56,130,8,T04C,3,2.06,12.10,12,0,4,1, 62.00 ,0.60,5.00,44.1
4,56,131,9,T38C,3,2.14,11.30,7,3,8,1, 62.00 ,0.60,4.70,46.36666667
4,56,132,7,T08C,3,1.75,11.00,8,0,8,1, 62.00 ,0.18,3.50,46.13333333
4,56,133,4,T34C,3,1.83,10.20,10,3,4,1, 62.00 ,0.40,3.60,46.93333333
4,56,134,8,T08C,3,2.22,12.80,11,0,8,1, 62.00 ,0.75,5.10,45.5
4,56,135,9,T08C,3,1.98,11.20,9,0,8,1, 62.00 ,0.56,5.70,49
4,56,136,10,T38C,3,1.82,11.00,8,3,8,1, 62.00 ,0.49,4.60,49.1
4,56,137,9,T68C,3,2.15,12.40,9,6,8,1, 62.00 ,0.70,5.20,42.33333333
4,56,138,5,T34C,3,2.12,12.50,11,3,4,1, 62.00 ,0.70,5.20,46.3
4,56,139,11,T38C,3,2.33,11.50,11,3,8,1, 62.00 ,0.83,4.50,44.83333333
4,56,140,10,T08C,3,1.64,11.10,9,0,8,1, 62.00 ,0.08,2.90,50.26666667
4,56,141,10,T68C,3,1.90,11.30,11,6,8,1, 62.00 ,0.54,5.10,48.2
4,56,142,9,T04C,3,2.05,12.00,9,0,4,1, 62.00 ,0.52,4.70,36.8
4,56,143,12,T38C,3,1.94,12.10,9,3,8,1, 62.00 ,0.54,4.60,46.46666667
4,56,144,11,T08C,3,2.25,13.70,10,0,8,1, 62.00 ,0.68,5.60,44.6
4,56,145,12,T08C,3,1.75,10.00,9,0,8,1, 62.00 ,0.22,2.50,34.86666667
4,56,146,6,T34C,3,1.96,11.80,9,3,4,1, 62.00 ,0.66,6.00,46
4,56,147,7,T34C,3,1.75,11.00,10,3,4,1, 62.00 ,0.43,4.20,38.2
4,56,148,10,T04C,3,2.02,13.00,9,0,4,1, 62.00 ,0.48,4.40,51.16666667
4,56,149,8,T64C,3,1.93,11.70,8,6,4,1, 62.00 ,0.33,3.30,46.26666667
4,56,150,13,T08C,3,1.90,10.90,9,0,8,1, 62.00 ,0.52,4.20,38.73333333
4,56,151,9,T64C,3,2.10,12.00,10,6,4,1, 62.00 ,0.70,5.70,49.13333333
4,56,152,8,T34C,3,2.13,13.50,9,3,4,1, 62.00 ,0.63,6.20,44
4,56,153,10,T64C,3,1.98,11.40,8,6,4,1, 62.00 ,0.58,4.80,45.23333333
4,56,154,9,T34C,3,2.04,12.10,9,3,4,1, 62.00 ,0.74,5.60,46.1
4,56,155,11,T04C,3,1.95,12.50,9,0,4,1, 62.00 ,0.40,4.10,42.63333333
4,56,156,11,T64C,3,1.86,11.40,8,6,4,1, 62.00 ,0.56,5.60,43.8
4,56,157,13,T38C,3,1.80,11.20,10,3,8,1, 62.00 ,0.45,4.20,44.4
4,56,158,10,T34C,3,2.02,12.20,9,3,4,1, 62.00 ,0.57,5.60,44.05
4,56,159,11,T68C,3,2.58,17.00,10,6,8,1, 62.00 ,0.87,7.40,49.1
4,56,160,12,T68C,3,2.18,12.90,10,6,8,1, 62.00 ,0.74,6.10,41.46666667
4,56,161,12,T64C,3,1.79,10.60,9,6,4,1, 62.00 ,0.49,4.60,48.26666667
4,56,162,11,T34C,3,1.90,12.00,8,3,4,1, 62.00 ,0.35,3.70,46.56666667
4,56,163,14,T38C,3,2.00,12.40,8,3,8,1, 62.00 ,0.41,4.80,46.3
4,56,164,12,T34C,3,1.99,12.90,9,3,4,1, 62.00 ,0.46,4.90,43.1
4,56,165,13,T64C,3,1.84,10.00,9,6,4,1, 62.00 ,0.59,2.30,50.43333333
4,56,166,14,T64C,3,1.67,10.60,7,6,4,1, 62.00 ,0.30,4.10,46.53333333
4,56,167,12,T04C,3,2.00,12.00,13,0,4,1, 62.00 ,0.70,5.90,48.53333333
4,56,168,13,T68C,3,2.10,12.00,11,6,8,1, 62.00 ,0.60,4.50,46
4,56,169,14,T08C,3,1.80,12.00,11,0,8,1, 62.00 ,0.33,5.60,46.1
4,56,170,13,T34C,3,2.23,13.90,10,3,4,1, 62.00 ,0.73,7.10,46.9
4,56,171,15,T08C,3,2.45,15.40,10,0,8,1, 62.00 ,0.75,7.40,51.43333333
4,56,172,15,T64C,3,2.25,14.00,9,6,4,1, 62.00 ,0.75,6.60,45.06666667
4,56,173,14,T68C,3,1.93,10.40,10,6,8,1, 62.00 ,0.67,3.90,45.06666667
4,56,174,14,T34C,3,1.80,10.00,7,3,4,1, 62.00 ,0.38,3.90,41.9
4,56,175,13,T04C,3,2.12,12.30,12,0,4,1, 62.00 ,0.72,5.80,46.16666667
4,56,176,14,T04C,3,1.76,10.00,9,0,4,1, 62.00 ,0.46,4.00,49.2
4,56,177,15,T04C,3,1.58,9.00,7,0,4,1, 62.00 ,0.28,3.90,39.3
4,56,178,15,T68C,3,2.12,12.00,8,6,8,1, 62.00 ,0.77,6.00,49.7
4,56,179,15,T34C,3,1.55,8.30,7,3,4,1, 62.00 ,0.30,3.10,40.4
4,56,180,15,T38C,3,2.18,11.80,8,3,8,1, 62.00 ,0.88,5.50,42.36666667
4,55,1,1,T08S,4,2.00,11.00,7,0,8,0, 76.00 ,0.70,4.60,44.23333333
4,55,2,1,T04S,4,2.08,13.80,8,0,4,0, 76.00 ,0.38,4.20,39.5
4,55,3,1,T64S,4,2.49,15.50,8,6,4,0, 76.00 ,1.06,9.40,40.1
4,55,4,2,T08S,4,2.31,14.40,9,0,8,0, 76.00 ,0.88,7.40,37.23333333
4,55,5,1,T68S,4,2.08,11.60,7,6,8,0, 76.00 ,0.75,5.50,49.56666667
4,55,6,2,T68S,4,1.80,11.20,8,6,8,0, 76.00 ,0.48,4.10,46.63333333
4,55,7,3,T68S,4,1.73,9.00,5,6,8,0, 76.00 ,0.43,3.00,36.5
4,55,8,1,T38S,4,2.28,14.30,8,3,8,0, 76.00 ,0.94,7.00,46.46666667
4,55,9,2,T38S,4,1.74,10.60,7,3,8,0, 76.00 ,0.49,5.70,48.86666667
4,55,10,4,T68S,4,2.15,13.80,8,6,8,0, 76.00 ,0.70,6.20,50.23333333
4,55,11,2,T64S,4,1.80,12.00,8,6,4,0, 76.00 ,0.40,4.10,50.73333333
4,55,12,2,T04S,4,2.50,15.30,10,0,4,0, 76.00 ,0.80,6.60,50.56666667
4,55,13,3,T08S,4,2.00,11.40,8,0,8,0, 76.00 ,0.68,5.40,41.73333333
4,55,14,3,T64S,4,1.74,10.80,7,6,4,0, 76.00 ,0.39,4.40,43.43333333
4,55,15,1,T34S,4,2.20,13.80,8,3,4,0, 76.00 ,0.72,6.50,45.76666667
4,55,16,2,T34S,4,2.00,12.90,9,3,4,0, 76.00 ,0.43,3.70,38.2
4,55,17,3,T34S,4,2.30,13.20,10,3,4,0, 76.00 ,0.77,5.40,42.53333333
4,55,18,3,T38S,4,2.10,12.40,4,3,8,0, 76.00 ,0.77,5.20,47.9
4,55,19,5,T68S,4,1.98,11.60,6,6,8,0, 76.00 ,0.68,5.10,50.4
4,55,20,4,T38S,4,2.09,12.00,10,3,8,0, 76.00 ,0.72,4.90,48
4,55,21,4,T64S,4,1.75,10.50,8,6,4,0, 76.00 ,0.36,4.60,54.5
4,55,22,4,T34S,4,2.11,13.40,8,3,4,0, 76.00 ,0.68,5.60,49.8
4,55,23,5,T64S,4,2.14,14.30,8,6,4,0, 76.00 ,0.77,7.80,53.83333333
4,55,24,6,T64S,4,2.21,13.80,5,6,4,0, 76.00 ,0.76,6.00,50.43333333
4,55,25,5,T34S,4,1.90,12.00,9,3,4,0, 76.00 ,0.37,4.00,48.53333333
4,55,26,6,T34S,4,2.25,13.60,9,3,4,0, 76.00 ,0.83,5.90,48.1
4,55,27,7,T34S,4,1.83,12.50,6,3,4,0, 76.00 ,0.43,4.40,43.26666667
4,55,28,5,T38S,4,2.04,13.40,9,3,8,0, 76.00 ,0.54,5.80,50.33333333
4,55,29,4,T08S,4,2.18,14.00,11,0,8,0, 76.00 ,0.63,6.50,46.26666667
4,55,30,7,T64S,4,1.80,10.00,6,6,4,0, 76.00 ,0.50,4.10,46.63333333
4,55,31,5,T08S,4,2.20,13.90,9,0,8,0, 76.00 ,0.62,5.10,47.7
4,55,32,6,T08S,4,1.82,11.20,7,0,8,0, 76.00 ,0.56,5.70,53.6
4,55,33,7,T08S,4,1.86,12.80,8,0,8,0, 76.00 ,0.56,6.40,47.86666667
4,55,34,6,T38S,4,1.96,11.20,8,3,8,0, 76.00 ,0.62,5.20,50.23333333
4,55,35,8,T34S,4,2.16,13.00,7,3,4,0, 76.00 ,0.81,6.20,54.8
4,55,36,6,T68S,4,2.00,13.60,10,6,8,0, 76.00 ,0.55,5.40,50.26666667
4,55,37,8,T64S,4,2.11,14.00,9,6,4,0, 76.00 ,0.55,4.80,46.13333333
4,55,38,3,T04S,4,2.04,12.20,9,0,4,0, 76.00 ,0.71,4.50,46.96666667
4,55,39,4,T04S,4,2.08,12.30,9,0,4,0, 76.00 ,0.65,3.90,45.13333333
4,55,40,7,T68S,4,1.70,10.00,8,6,8,0, 76.00 ,0.43,5.20,49.53333333
4,55,41,8,T68S,4,2.06,12.50,9,6,8,0, 76.00 ,0.80,7.50,49.86666667
4,55,42,9,T68S,4,1.93,11.80,8,6,8,0, 76.00 ,0.66,6.40,45.73333333
4,55,43,7,T38S,4,2.04,15.20,7,3,8,0, 76.00 ,0.44,5.60,52.73333333
4,55,44,9,T34S,4,1.90,11.40,8,3,4,0, 76.00 ,0.54,3.90,46.93333333
4,55,45,5,T04S,4,2.10,12.90,7,0,4,0, 76.00 ,0.54,4.30,46.6
4,55,46,8,T38S,4,2.25,14.80,9,3,8,0, 76.00 ,0.71,6.20,47.03333333
4,55,47,8,T08S,4,2.03,12.00,8,0,8,0, 76.00 ,0.50,3.70,43.6
4,55,48,9,T08S,4,1.75,9.80,8,0,8,0, 76.00 ,0.47,5.00,44.43333333
4,55,49,10,T34S,4,1.93,11.10,8,3,4,0, 76.00 ,0.68,6.60,44.1
4,55,50,9,T64S,4,1.96,11.00,9,6,4,0, 76.00 ,0.46,3.90,47.36666667
4,55,51,6,T04S,4,1.90,11.00,9,0,4,0, 76.00 ,0.48,4.50,43.96666667
4,55,52,7,T04S,4,1.93,12.60,10,0,4,0, 76.00 ,0.46,5.10,44.26666667
4,55,53,10,T68S,4,2.10,13.80,8,6,8,0, 76.00 ,0.32,4.10,44.26666667
4,55,54,9,T38S,4,2.14,13.50,9,3,8,0, 76.00 ,0.70,5.90,41.23333333
4,55,55,10,T64S,4,2.16,12.90,10,6,4,0, 76.00 ,0.73,5.90,45.7
4,55,56,11,T34S,4,2.07,12.50,8,3,4,0, 76.00 ,0.41,3.80,44.73333333
4,55,57,8,T04S,4,2.10,12.80,11,0,4,0, 76.00 ,0.55,4.80,48.73333333
4,55,58,9,T04S,4,2.11,12.80,8,0,4,0, 76.00 ,0.79,6.20,48.33333333
4,55,59,10,T08S,4,1.78,12.60,10,0,8,0, 76.00 ,0.53,5.90,44.5
4,55,60,11,T08S,4,1.75,11.60,12,0,8,0, 76.00 ,0.45,4.60,46.76666667
4,55,61,10,T04S,4,2.27,14.30,8,0,4,0, 76.00 ,0.99,9.60,43.8
4,55,62,12,T34S,4,1.71,11.50,6,3,4,0, 76.00 ,0.46,4.30,42.33333333
4,55,63,11,T04S,4,2.23,13.30,7,0,4,0, 76.00 ,0.53,3.80,42.23333333
4,55,64,12,T08S,4,2.05,12.00,7,0,8,0, 76.00 ,0.75,6.20,46.66666667
4,55,65,10,T38S,4,1.74,9.40,6,3,8,0, 76.00 ,0.49,3.90,42.4
4,55,66,13,T08S,4,2.27,13.60,7,0,8,0, 76.00 ,0.74,6.00,40.4
4,55,67,11,T68S,4,2.15,14.30,9,6,8,0, 76.00 ,0.90,7.80,44.4
4,55,68,11,T38S,4,1.97,12.00,7,3,8,0, 76.00 ,0.74,5.70,41.6
4,55,69,12,T68S,4,2.36,15.40,11,6,8,0, 76.00 ,0.66,4.70,46.93333333
4,55,70,13,T34S,4,1.80,11.00,9,3,4,0, 76.00 ,0.55,5.10,47.66666667
4,55,71,14,T34S,4,2.21,13.50,9,3,4,0, 76.00 ,0.76,5.90,45.13333333
4,55,72,11,T64S,4,2.05,12.00,9,6,4,0, 76.00 ,0.71,6.10,46.13333333
4,55,73,12,T64S,4,2.14,13.30,7,6,4,0, 76.00 ,0.67,5.80,44.06666667
4,55,74,12,T04S,4,2.05,12.60,10,0,4,0, 76.00 ,0.72,6.60,46.96666667
4,55,75,12,T38S,4,2.20,14.00,9,3,8,0, 76.00 ,0.64,5.00,46.7
4,55,76,15,T34S,4,1.91,11.00,8,3,4,0, 76.00 ,0.36,2.70,44.66666667
4,55,77,13,T38S,4,2.04,12.00,7,3,8,0, 76.00 ,0.66,4.70,49.3
4,55,78,14,T38S,4,1.95,12.20,7,3,8,0, 76.00 ,0.65,5.80,44.63333333
4,55,79,15,T38S,4,1.96,12.00,8,3,8,0, 76.00 ,0.62,5.80,47.43333333
4,55,80,13,T68S,4,2.03,14.50,9,6,8,0, 76.00 ,0.39,5.00,43.4
4,55,81,14,T68S,4,2.09,14.40,12,6,8,0, 76.00 ,0.51,4.80,44.23333333
4,55,82,15,T68S,4,2.14,13.80,7,6,8,0, 76.00 ,0.44,4.10,47.2
4,55,83,13,T64S,4,1.98,12.10,8,6,4,0, 76.00 ,0.73,5.80,47.23333333
4,55,84,14,T08S,4,2.18,13.00,9,0,8,0, 76.00 ,0.56,4.00,43.8
4,55,85,14,T64S,4,1.75,11.10,9,6,4,0, 76.00 ,0.40,4.70,44.93333333
4,55,86,13,T04S,4,2.08,13.10,9,0,4,0, 76.00 ,0.78,7.10,48.26666667
4,55,87,14,T04S,4,1.68,6.10,6,0,4,0, 76.00 ,0.35,0.60,35.8
4,55,88,15,T08S,4,2.24,15.10,10,0,8,0, 76.00 ,0.64,5.90,36.96666667
4,55,89,15,T64S,4,2.46,14.13,11,6,4,0, 76.00 ,0.96,7.13,45.1
4,55,90,15,T04S,4,2.01,13.80,7,0,4,0, 76.00 ,0.57,5.40,41.76666667
4,56,91,1,T68C,4,1.82,11.00,6,6,8,1, 76.00 ,0.30,4.10,46.01666667
4,56,92,1,T08C,4,2.47,15.40,10,0,8,1, 76.00 ,1.01,6.40,48.66666667
4,56,93,2,T68C,4,2.43,14.60,7,6,8,1, 76.00 ,0.90,6.00,50.83333333
4,56,94,1,T64C,4,2.54,15.50,8,6,4,1, 76.00 ,0.84,6.80,48.13333333
4,56,95,1,T38C,4,2.23,12.80,7,3,8,1, 76.00 ,0.83,7.10,52.56666667
4,56,96,2,T08C,4,2.11,13.40,5,0,8,1, 76.00 ,0.51,5.20,44.2
4,56,97,3,T68C,4,2.40,14.50,10,6,8,1, 76.00 ,0.80,6.40,52
4,56,98,2,T64C,4,2.16,12.30,8,6,4,1, 76.00 ,0.56,3.80,44.6
4,56,99,3,T08C,4,2.22,14.50,7,0,8,1, 76.00 ,0.62,5.60,48.8
4,56,100,1,T34C,4,2.03,11.80,8,3,4,1, 76.00 ,0.57,4.70,45.66666667
4,56,101,1,T04C,4,1.84,10.50,7,0,4,1, 76.00 ,0.34,3.70,35.9
4,56,102,2,T38C,4,2.19,12.70,9,3,8,1, 76.00 ,0.72,5.20,40.7
4,56,103,4,T68C,4,2.63,16.00,7,6,8,1, 76.00 ,1.03,7.80,45.5
4,56,104,3,T64C,4,2.31,13.80,7,6,4,1, 76.00 ,0.81,6.30,46.63333333
4,56,105,2,T04C,4,2.25,13.90,7,0,4,1, 76.00 ,0.90,7.20,51.3
4,56,106,3,T38C,4,2.08,12.60,8,3,8,1, 76.00 ,0.66,6.30,43.5
4,56,107,5,T68C,4,2.73,16.40,8,6,8,1, 76.00 ,1.15,9.10,55.9
4,56,108,4,T38C,4,1.74,10.40,9,3,8,1, 76.00 ,0.29,3.60,46.1
4,56,109,4,T64C,4,1.87,11.30,7,6,4,1, 76.00 ,0.47,5.00,44.26666667
4,56,110,5,T64C,4,2.06,13.80,10,6,4,1, 76.00 ,0.71,7.80,44
4,56,111,2,T34C,4,2.25,14.60,7,3,4,1, 76.00 ,0.58,6.10,48.96666667
4,56,112,4,T08C,4,1.90,10.90,9,0,8,1, 76.00 ,0.50,4.10,46.9
4,56,113,3,T34C,4,1.87,11.20,10,3,4,1, 76.00 ,0.42,3.40,52.3
4,56,114,6,T64C,4,2.08,12.60,11,6,4,1, 76.00 ,0.61,5.10,43.8
4,56,115,7,T64C,4,2.08,12.80,8,6,4,1, 76.00 ,0.73,6.50,50.9
4,56,116,3,T04C,4,1.80,11.40,9,0,4,1, 76.00 ,0.36,3.70,42
4,56,117,6,T68C,4,2.36,15.00,10,6,8,1, 76.00 ,0.66,5.80,48.83333333
4,56,118,4,T04C,4,2.37,15.60,9,0,4,1, 76.00 ,0.77,7.60,53.4
4,56,119,5,T08C,4,1.97,11.00,7,0,8,1, 76.00 ,0.52,4.40,46.46666667
4,56,120,5,T04C,4,2.09,12.30,9,0,4,1, 76.00 ,0.74,6.00,49.5
4,56,121,5,T38C,4,1.88,11.30,10,3,8,1, 76.00 ,0.44,3.80,49.16666667
4,56,122,6,T04C,4,2.03,11.50,9,0,4,1, 76.00 ,0.56,4.60,45.4
4,56,123,7,T68C,4,1.93,11.80,7,6,8,1, 76.00 ,0.55,5.30,46.03333333
4,56,124,7,T04C,4,2.01,11.60,7,0,4,1, 76.00 ,0.56,4.90,47.03333333
4,56,125,6,T38C,4,1.94,10.40,8,3,8,1, 76.00 ,0.61,5.60,40.63333333
4,56,126,8,T68C,4,2.22,13.20,9,6,8,1, 76.00 ,0.65,5.40,50.83333333
4,56,127,6,T08C,4,2.21,13.20,7,0,8,1, 76.00 ,0.81,6.20,46.5
4,56,128,7,T38C,4,2.02,12.60,8,3,8,1, 76.00 ,0.47,4.90,40.8
4,56,129,8,T38C,4,2.22,14.30,10,3,8,1, 76.00 ,0.55,5.70,48.23333333
4,56,130,8,T04C,4,2.18,14.70,11,0,4,1, 76.00 ,0.72,7.60,42.3
4,56,131,9,T38C,4,2.22,12.00,9,3,8,1, 76.00 ,0.68,5.40,47.93333333
4,56,132,7,T08C,4,1.83,11.40,8,0,8,1, 76.00 ,0.26,3.90,47.13333333
4,56,133,4,T34C,4,1.88,10.90,10,3,4,1, 76.00 ,0.45,4.30,46.63333333
4,56,134,8,T08C,4,2.30,13.70,8,0,8,1, 76.00 ,0.83,6.00,47.66666667
4,56,135,9,T08C,4,2.09,12.00,7,0,8,1, 76.00 ,0.67,6.50,49.5
4,56,136,10,T38C,4,1.94,12.00,6,3,8,1, 76.00 ,0.61,5.60,43.86666667
4,56,137,9,T68C,4,2.20,13.20,8,6,8,1, 76.00 ,0.75,6.00,52.9
4,56,138,5,T34C,4,2.24,13.00,8,3,4,1, 76.00 ,0.82,5.70,42.66666667
4,56,139,11,T38C,4,2.39,14.60,9,3,8,1, 76.00 ,0.89,7.60,49.26666667
4,56,140,10,T08C,4,1.65,11.90,6,0,8,1, 76.00 ,0.09,3.70,43.16666667
4,56,141,10,T68C,4,2.02,12.20,7,6,8,1, 76.00 ,0.66,6.00,50.53333333
4,56,142,9,T04C,4,2.11,13.40,10,0,4,1, 76.00 ,0.58,6.10,40.53333333
4,56,143,12,T38C,4,2.00,12.90,6,3,8,1, 76.00 ,0.60,5.40,52.5
4,56,144,11,T08C,4,2.32,15.10,8,0,8,1, 76.00 ,0.75,7.00,50.2
4,56,145,12,T08C,4,1.78,10.10,4,0,8,1, 76.00 ,0.25,2.60,35.93333333
4,56,146,6,T34C,4,2.05,12.40,8,3,4,1, 76.00 ,0.75,6.60,48.73333333
4,56,147,7,T34C,4,1.87,11.10,8,3,4,1, 76.00 ,0.55,4.30,47
4,56,148,10,T04C,4,2.11,14.80,8,0,4,1, 76.00 ,0.57,6.20,48.63333333
4,56,149,8,T64C,4,1.97,11.70,7,6,4,1, 76.00 ,0.37,3.30,44.56666667
4,56,150,13,T08C,4,2.02,10.60,9,0,8,1, 76.00 ,0.64,3.90,43.8
